,Batch,Cell,Cell_line,Fullname,Place,Platform,Protocol,Protocol2,Read_type,Well,repeat
CL100022456_L01_26,K562_A1_S100_B,26,K562,K562_A1_S100_B_26,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_27,K562_A1_S100_B,27,K562,K562_A1_S100_B_27,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_28,K562_A1_S100_B,28,K562,K562_A1_S100_B_28,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_29,K562_A1_S100_B,29,K562,K562_A1_S100_B_29,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_30,K562_A1_S100_B,30,K562,K562_A1_S100_B_30,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_31,K562_A1_S100_B,31,K562,K562_A1_S100_B_31,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_32,K562_A1_S100_B,32,K562,K562_A1_S100_B_32,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_33,K562_A1_S100_B,33,K562,K562_A1_S100_B_33,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_34,K562_A1_S100_B,34,K562,K562_A1_S100_B_34,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_35,K562_A1_S100_B,35,K562,K562_A1_S100_B_35,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_36,K562_A1_S100_B,36,K562,K562_A1_S100_B_36,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_37,K562_A1_S100_B,37,K562,K562_A1_S100_B_37,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_39,K562_A1_S100_B,39,K562,K562_A1_S100_B_39,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_40,K562_A1_S100_B,40,K562,K562_A1_S100_B_40,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_41,K562_A1_S100_B,41,K562,K562_A1_S100_B_41,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_42,K562_A1_S100_B,42,K562,K562_A1_S100_B_42,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_43,K562_A1_S100_B,43,K562,K562_A1_S100_B_43,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_44,K562_A1_S100_B,44,K562,K562_A1_S100_B_44,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_45,K562_A1_S100_B,45,K562,K562_A1_S100_B_45,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_46,K562_A1_S100_B,46,K562,K562_A1_S100_B_46,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_47,K562_A1_S100_B,47,K562,K562_A1_S100_B_47,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100022456_L01_48,K562_A1_S100_B,48,K562,K562_A1_S100_B_48,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,SE100,UNK,K562 Seuqencing rep1
CL100036997_L01_1,K562_A1_P100_B,1,K562,K562_A1_P100_B_01,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_10,K562_A1_P100_B,10,K562,K562_A1_P100_B_10,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_11,K562_A1_P100_B,11,K562,K562_A1_P100_B_11,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_12,K562_A1_P100_B,12,K562,K562_A1_P100_B_12,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_13,K562_A1_P100_B,13,K562,K562_A1_P100_B_13,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_14,K562_A1_P100_B,14,K562,K562_A1_P100_B_14,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_15,K562_A1_P100_B,15,K562,K562_A1_P100_B_15,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_16,K562_A1_P100_B,16,K562,K562_A1_P100_B_16,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_17,K562_A1_P100_B,17,K562,K562_A1_P100_B_17,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_18,K562_A1_P100_B,18,K562,K562_A1_P100_B_18,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_19,K562_A1_P100_B,19,K562,K562_A1_P100_B_19,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_2,K562_A1_P100_B,2,K562,K562_A1_P100_B_02,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_20,K562_A1_P100_B,20,K562,K562_A1_P100_B_20,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_21,K562_A1_P100_B,21,K562,K562_A1_P100_B_21,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_22,K562_A1_P100_B,22,K562,K562_A1_P100_B_22,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_24,K562_A1_P100_B,24,K562,K562_A1_P100_B_24,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_25,K562_A1_P100_B,25,K562,K562_A1_P100_B_25,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_26,K562_A1_P100_B,26,K562,K562_A1_P100_B_26,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_27,K562_A1_P100_B,27,K562,K562_A1_P100_B_27,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_28,K562_A1_P100_B,28,K562,K562_A1_P100_B_28,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_29,K562_A1_P100_B,29,K562,K562_A1_P100_B_29,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_3,K562_A1_P100_B,3,K562,K562_A1_P100_B_03,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_30,K562_A1_P100_B,30,K562,K562_A1_P100_B_30,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_31,K562_A1_P100_B,31,K562,K562_A1_P100_B_31,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_32,K562_A1_P100_B,32,K562,K562_A1_P100_B_32,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_33,K562_A1_P100_B,33,K562,K562_A1_P100_B_33,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_34,K562_A1_P100_B,34,K562,K562_A1_P100_B_34,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_35,K562_A1_P100_B,35,K562,K562_A1_P100_B_35,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_36,K562_A1_P100_B,36,K562,K562_A1_P100_B_36,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_37,K562_A1_P100_B,37,K562,K562_A1_P100_B_37,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_39,K562_A1_P100_B,39,K562,K562_A1_P100_B_39,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_4,K562_A1_P100_B,4,K562,K562_A1_P100_B_04,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_40,K562_A1_P100_B,40,K562,K562_A1_P100_B_40,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_41,K562_A1_P100_B,41,K562,K562_A1_P100_B_41,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_42,K562_A1_P100_B,42,K562,K562_A1_P100_B_42,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_43,K562_A1_P100_B,43,K562,K562_A1_P100_B_43,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_44,K562_A1_P100_B,44,K562,K562_A1_P100_B_44,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_45,K562_A1_P100_B,45,K562,K562_A1_P100_B_45,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_46,K562_A1_P100_B,46,K562,K562_A1_P100_B_46,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_47,K562_A1_P100_B,47,K562,K562_A1_P100_B_47,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_48,K562_A1_P100_B,48,K562,K562_A1_P100_B_48,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_5,K562_A1_P100_B,5,K562,K562_A1_P100_B_05,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_6,K562_A1_P100_B,6,K562,K562_A1_P100_B_06,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_7,K562_A1_P100_B,7,K562,K562_A1_P100_B_07,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100036997_L01_8,K562_A1_P100_B,8,K562,K562_A1_P100_B_08,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep1,PE100,UNK,K562 Seuqencing rep1
CL100022584_L01_1,K562_A2_S50_B,1,K562,K562_A2_S50_B_01,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_2,K562_A2_S50_B,2,K562,K562_A2_S50_B_02,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_3,K562_A2_S50_B,3,K562,K562_A2_S50_B_03,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_4,K562_A2_S50_B,4,K562,K562_A2_S50_B_04,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_5,K562_A2_S50_B,5,K562,K562_A2_S50_B_05,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_6,K562_A2_S50_B,6,K562,K562_A2_S50_B_06,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_7,K562_A2_S50_B,7,K562,K562_A2_S50_B_07,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_8,K562_A2_S50_B,8,K562,K562_A2_S50_B_08,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_10,K562_A2_S50_B,10,K562,K562_A2_S50_B_10,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_11,K562_A2_S50_B,11,K562,K562_A2_S50_B_11,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_12,K562_A2_S50_B,12,K562,K562_A2_S50_B_12,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_13,K562_A2_S50_B,13,K562,K562_A2_S50_B_13,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_14,K562_A2_S50_B,14,K562,K562_A2_S50_B_14,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_15,K562_A2_S50_B,15,K562,K562_A2_S50_B_15,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_16,K562_A2_S50_B,16,K562,K562_A2_S50_B_16,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_17,K562_A2_S50_B,17,K562,K562_A2_S50_B_17,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_18,K562_A2_S50_B,18,K562,K562_A2_S50_B_18,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_19,K562_A2_S50_B,19,K562,K562_A2_S50_B_19,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_20,K562_A2_S50_B,20,K562,K562_A2_S50_B_20,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_21,K562_A2_S50_B,21,K562,K562_A2_S50_B_21,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_22,K562_A2_S50_B,22,K562,K562_A2_S50_B_22,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_24,K562_A2_S50_B,24,K562,K562_A2_S50_B_24,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_25,K562_A2_S50_B,25,K562,K562_A2_S50_B_25,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_26,K562_A2_S50_B,26,K562,K562_A2_S50_B_26,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_27,K562_A2_S50_B,27,K562,K562_A2_S50_B_27,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_28,K562_A2_S50_B,28,K562,K562_A2_S50_B_28,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_29,K562_A2_S50_B,29,K562,K562_A2_S50_B_29,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_30,K562_A2_S50_B,30,K562,K562_A2_S50_B_30,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_31,K562_A2_S50_B,31,K562,K562_A2_S50_B_31,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_32,K562_A2_S50_B,32,K562,K562_A2_S50_B_32,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_33,K562_A2_S50_B,33,K562,K562_A2_S50_B_33,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_34,K562_A2_S50_B,34,K562,K562_A2_S50_B_34,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_35,K562_A2_S50_B,35,K562,K562_A2_S50_B_35,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_36,K562_A2_S50_B,36,K562,K562_A2_S50_B_36,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_37,K562_A2_S50_B,37,K562,K562_A2_S50_B_37,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_39,K562_A2_S50_B,39,K562,K562_A2_S50_B_39,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_40,K562_A2_S50_B,40,K562,K562_A2_S50_B_40,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_41,K562_A2_S50_B,41,K562,K562_A2_S50_B_41,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_42,K562_A2_S50_B,42,K562,K562_A2_S50_B_42,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_43,K562_A2_S50_B,43,K562,K562_A2_S50_B_43,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_44,K562_A2_S50_B,44,K562,K562_A2_S50_B_44,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_45,K562_A2_S50_B,45,K562,K562_A2_S50_B_45,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_46,K562_A2_S50_B,46,K562,K562_A2_S50_B_46,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_47,K562_A2_S50_B,47,K562,K562_A2_S50_B_47,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022584_L01_48,K562_A2_S50_B,48,K562,K562_A2_S50_B_48,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE50,UNK,K562 Seuqencing rep2
CL100022777_L01_1,K562_A2_S100_B,1,K562,K562_A2_S100_B_01,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_2,K562_A2_S100_B,2,K562,K562_A2_S100_B_02,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_5,K562_A2_S100_B,5,K562,K562_A2_S100_B_05,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_6,K562_A2_S100_B,6,K562,K562_A2_S100_B_06,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_7,K562_A2_S100_B,7,K562,K562_A2_S100_B_07,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_8,K562_A2_S100_B,8,K562,K562_A2_S100_B_08,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_10,K562_A2_S100_B,10,K562,K562_A2_S100_B_10,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_12,K562_A2_S100_B,12,K562,K562_A2_S100_B_12,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_13,K562_A2_S100_B,13,K562,K562_A2_S100_B_13,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_14,K562_A2_S100_B,14,K562,K562_A2_S100_B_14,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_15,K562_A2_S100_B,15,K562,K562_A2_S100_B_15,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_16,K562_A2_S100_B,16,K562,K562_A2_S100_B_16,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_17,K562_A2_S100_B,17,K562,K562_A2_S100_B_17,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_18,K562_A2_S100_B,18,K562,K562_A2_S100_B_18,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_19,K562_A2_S100_B,19,K562,K562_A2_S100_B_19,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_20,K562_A2_S100_B,20,K562,K562_A2_S100_B_20,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_21,K562_A2_S100_B,21,K562,K562_A2_S100_B_21,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_22,K562_A2_S100_B,22,K562,K562_A2_S100_B_22,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_24,K562_A2_S100_B,24,K562,K562_A2_S100_B_24,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_25,K562_A2_S100_B,25,K562,K562_A2_S100_B_25,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_26,K562_A2_S100_B,26,K562,K562_A2_S100_B_26,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_27,K562_A2_S100_B,27,K562,K562_A2_S100_B_27,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_28,K562_A2_S100_B,28,K562,K562_A2_S100_B_28,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
